path,regime,mode,arch,sigma,R,rmse_b_mean,rmse_b_std,rmse_a_mean,rmse_a_std,rmse_a_median,rmse_a_q25,rmse_a_q75,improvement_mean,improvement_std,improvement_median,hausdorff_mean,hausdorff_std,hausdorff_median,divergence_rate
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_lstm_n0.5_R0.5.pth,fixedmean,x,lstm,0.5,0.5,41.760567889719695,6.5239953819784855,42.16910036029696,6.63399717097449,43.99350929743822,37.767806574606944,47.345286501157354,-0.009589205029909568,0.003526409247688769,-0.010070811656690132,2.555311628077845,0.745889216780259,2.7355205751773273,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/xy_mlp_n1.0_R1.0.pth,fixedmean,xy,mlp,1.0,1.0,484387.633474172,20863.335654795395,493700.5222210357,21548.70502933652,492172.53121414746,483500.6800140097,518104.33833633247,-0.019219640866211397,0.005497633202118725,-0.01813145867901235,33248.54383955535,99.07658070439135,33259.25881220221,0.96
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/xy_mlp_n0.1_R0.1.pth,fixedmean,xy,mlp,0.1,0.1,12.091918402835264,3.2382303299202873,12.259074796561078,3.2539543711871413,11.879743471304522,10.124955214866924,14.607556767373516,-0.013769210253662898,0.00974598636411115,-0.01826623461388374,0.7013911957864686,0.26612091565167717,0.6940115962127441,24.833333333333332
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/xy_lstm_n0.5_R0.5.pth,fixedmean,xy,lstm,0.5,0.5,26.31435192550864,2.270145745632978,26.778122116561068,2.18459748138084,27.102212414968875,24.99239773165843,28.55564490339571,-0.018063582205447917,0.008732278912865212,-0.019609961415737603,1.4643939081427215,0.1909952750253924,1.408757605914011,0.28
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x_n0.5.pth,baseline,x,baseline,0.5,,15.689098046960922,0.921174017957843,15.948270525736135,0.9342459275071647,15.819792183822518,15.268747050306617,16.59687888094815,-0.01652841341174098,0.0014603778627151718,-0.016586709961010884,0.8187769393468979,0.04225668343879536,0.816664049056717,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x2_n0.1.pth,baseline,x2,baseline,0.1,,15.276363962188645,0.8360107331218173,15.489091375081284,0.8256520255660268,15.436388883366963,14.878358849197138,16.027521021697847,-0.014002681723832677,0.0016431827342294953,-0.014270357158874435,0.8105892485801673,0.042023284871344456,0.8081332484205783,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/xy_n0.5.pth,baseline,xy,baseline,0.5,,15.230126016088004,0.7964264850859484,15.493171443662998,0.8124885553362987,15.399594706248516,14.886753572479435,16.009955195834927,-0.01726584475137254,0.001690199219376548,-0.01697631163947344,0.8020594526405544,0.04202931340861547,0.7998130824377143,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x_n0.1.pth,baseline,x,baseline,0.1,,15.298143317275963,0.9566356291951934,15.542588115190746,0.9727353277441889,15.385234933074804,14.849051662666252,16.224758111907505,-0.015976593514341175,0.001499617494386046,-0.015831510081139616,0.7942082469580471,0.04214746660700756,0.792045727720363,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/xy_n0.05.pth,baseline,xy,baseline,0.05,,15.327847749105688,0.8622873331965913,15.594000521474545,0.8828870445775808,15.504950913137593,14.952877121947798,16.179361641717,-0.017345670630733195,0.001742571086370115,-0.017005062506732983,0.7952020635069654,0.04207015984146642,0.7930243401240957,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x2_n1.0.pth,baseline,x2,baseline,1.0,,15.394053643062044,0.8265215539454936,15.6126183170631,0.8143846936281168,15.571151062211559,15.009078314798213,16.137189762508793,-0.01427989446056614,0.0017494838095114273,-0.014572399092863491,0.813187619743874,0.04203320489050225,0.8107367870986921,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x_n0.05.pth,baseline,x,baseline,0.05,,15.342797389554665,0.9689488565561565,15.589450845368685,0.9851680838507203,15.452147276799552,14.920905203280142,16.28145702327107,-0.01607434142053709,0.0014776971908159943,-0.016033091224639702,0.7931343335189485,0.04236993478144422,0.7910933706686146,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/xy_n0.1.pth,baseline,xy,baseline,0.1,,15.549450281536517,0.8955886414566256,15.823494360505233,0.9179012046316465,15.7393815908646,15.216051296680615,16.4446492694675,-0.01760117339041797,0.0017244286317937881,-0.017145501242605818,0.7986238799036767,0.04200328941239379,0.7963034935292532,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/xy_n1.0.pth,baseline,xy,baseline,1.0,,15.496351351417138,0.7857598826828383,15.76132570422839,0.7946340538109269,15.685317601489308,15.113001905491506,16.264966007202606,-0.01711551652234554,0.0015329293288372772,-0.017189315288575667,0.8167684753525696,0.0415097416054656,0.8140095914069958,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x2_n0.5.pth,baseline,x2,baseline,0.5,,15.031799350416284,0.8242072305297473,15.237078793521482,0.813613077795319,15.189164707121325,14.625261267131885,15.75983954409777,-0.013734528878462476,0.0016794468362991365,-0.013967746670823084,0.8003307854530394,0.04201939820497776,0.7978814862606394,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x_n1.0.pth,baseline,x,baseline,1.0,,15.539658095851369,0.933926271903823,15.786414230645718,0.9468816808664692,15.649335170909556,15.118629008854061,16.44507079243143,-0.015887431971942242,0.0014280482006353513,-0.01583833629191351,0.8038690803629155,0.042338198903135046,0.8018013224830384,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/baseline/metrics/x2_n0.05.pth,baseline,x2,baseline,0.05,,15.35228461394624,0.8356591225878481,15.569484569011241,0.8264091655785274,15.522613738613503,14.955151648963465,16.10853802413618,-0.014221237084546312,0.0016065777932223366,-0.014450229297668921,0.8153827926414448,0.04207293341726334,0.8129649394531386,0.0
